r1_collision,r1_near,r1_neighbors,r1_total,r1_path,r2_collision,r2_near,r2_neighbors,r2_total,r2_path
126.17057847976685,2.406921148300171,0,129.7631528377533,4.245067431970555,57.694151639938354,0.18749547004699707,0,57.9109890460968,4.533505395716646
50.09741020202637,0.18974852561950684,0,50.550798177719116,4.97961252035007,11.981563329696655,0.01951313018798828,0,12.351579904556274,3.25673279169032
151.87456703186035,1.8288860321044922,0,155.932599067688,4.149520381421189,38.72860932350159,0.10439252853393555,0,38.85670280456543,4.5712099691425285
26.746002674102783,0.06037282943725586,0,26.825020790100098,3.8593068485995596,45.099708557128906,0.17268776893615723,0,46.03844904899597,4.305113976339105
240.87171959877014,5.020833253860474,0,247.67938208580017,6.174274508642935,125.08568811416626,0.9362823963165283,0,126.66508984565735,6.718395655684605
67.6165452003479,0.39562392234802246,0,68.41085982322693,4.995886904895817,13.575098276138306,0.019916534423828125,0,13.606600046157837,4.433458967416649
259.0221962928772,4.993453025817871,0,267.3384301662445,7.162100993107265,31.094730854034424,0.0629417896270752,0,31.82096529006958,4.275065942725384
27.80146312713623,0.05022382736206055,0,28.001549005508423,5.663934578956269,173.88749051094055,1.861241102218628,0,176.93695783615112,7.031280316867058
19.87962770462036,0.02683877944946289,0,20.149916887283325,3.4754393908699863,20.401593446731567,0.0425412654876709,0,20.58884906768799,3.25673279169032
61.89719820022583,0.22352385520935059,0,62.898467779159546,4.193020327645915,220.20565629005432,2.597985029220581,0,223.8668098449707,7.258626108300349
82.11204957962036,0.34655022621154785,0,83.21452403068542,4.518093848152101,329.53656911849976,5.387237548828125,0,338.608195066452,4.50092702804938
134.33270525932312,1.4966678619384766,0,136.74706721305847,11.311796857445552,39.87450170516968,0.15517425537109375,0,40.585222244262695,7.155114207603616
99.83797359466553,0.9263508319854736,0,101.1326789855957,5.692681682158383,82.44477200508118,0.6533081531524658,0,83.78225111961365,11.524521286297604
74.38640213012695,0.5373134613037109,0,76.02999186515808,5.428504902694454,19.487571954727173,0.037421226501464844,0,19.541062116622925,4.500491962744977
