r1_collision,r1_near,r1_neighbors,r1_total,r1_path,r2_collision,r2_near,r2_neighbors,r2_total,r2_path
5.413143157958984,0.010982751846313477,0,5.430464744567871,0.0,5.560914039611816,0.014490127563476562,0,5.582636117935181,0.0
11.81769871711731,0.05363059043884277,0,11.886236190795898,0.0,11.171981573104858,0.05649209022521973,0,11.24258828163147,0.0
17.332698106765747,0.10779309272766113,0,17.46169376373291,0.0,16.88033437728882,0.11547613143920898,0,17.017261028289795,0.0
15.7132408618927,0.1028285026550293,0,15.837414979934692,5.390466450858475,42.542304039001465,0.37380099296569824,0,42.97474908828735,0.0
41.28520488739014,0.28302693367004395,0,41.63257598876953,5.178060035032483,27.510693550109863,0.34465503692626953,0,27.88885188102722,0.0
16.750927925109863,0.14083242416381836,0,16.911543607711792,5.356243669802302,89.3194489479065,0.7694258689880371,0,90.23716521263123,6.34614585405396
66.28357481956482,0.38367223739624023,0,66.76577591896057,4.966985596472307,102.05263137817383,0.7951650619506836,0,102.99868893623352,6.014242028102746
86.69655728340149,0.7554709911346436,0,87.59136199951172,4.997014883474718,57.24381637573242,0.3460509777069092,0,57.67280697822571,5.237140693460617
19.348407983779907,0.11502790451049805,0,19.483945846557617,4.7932540107950725,24.898813724517822,0.19311761856079102,0,25.119313955307007,5.507854647206837
22.260725021362305, 0.09409379959106445, 0.0, 22.374359846115112, 5.0103495924820365, 31.903438329696655, 0.18254494667053223, 0.0, 32.114288330078125, 5.018138708486846
53.49347376823425,0.301236629486084,0,53.87296986579895,5.484084396391263,103.22146129608154,0.897186279296875,0,104.26645588874817,5.025431300724828
63.69376516342163,0.39229273796081543,0,64.18559122085571,5.399539700879591,64.6789915561676,0.353316068649292,0,65.11586904525757,6.134603825987997
20.461050033569336,0.1536872386932373,0,20.641047954559326,5.158386732045358,21.885436534881592,0.2400827407836914,0,22.15431809425354,5.481196632827078
25.83982014656067,0.2351827621459961,0,26.107181072235107,4.989547581276526,19.014278411865234,0.17502379417419434,0,19.211833953857422,5.348511508167502
